"Gene","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Min group size nuc","Max group size nuc","Avg group size nuc","GCA_021342655.1","GCA_021534865.1","GCA_021697815.1","GCA_021890555.1"
"cspI","cold shock protein CspI","3","3","1.0","213","213","213.0","","GCA_021534865.1-NZ_CP091038.1-852-cds-WP_000066495.1","GCA_021697815.1-NZ_JAJPUS010000003.1-3317-cds-WP_000066495.1","GCA_021890555.1-NZ_JAKLOD010000001.1-2343-cds-WP_000066495.1"
"cspB_00016","cold shock-like protein CspB","1","1","1.0","216","216","216","","","","GCA_021890555.1-NZ_JAKLOD010000001.1-2337-cds-WP_000066484.1"
"groups_122","DNA methylase","1","1","1.0","702","702","702","GCA_021342655.1-NZ_JAJTPH010000020.1-1781-cds-WP_001568041.1","","",""
"groups_123","DNA methylase","1","1","1.0","684","684","684","GCA_021342655.1-NZ_JAJTPH010000065.1-4769-cds-WP_000086147.1","","",""
"groups_124","DNA methylase","3","3","1.0","684","684","684.0","GCA_021342655.1-NZ_JAJTPH010000070.1-5005-cds-WP_000086185.1","GCA_021534865.1-NZ_CP091042.1-4996-cds-WP_000086178.1","GCA_021697815.1-NZ_JAJPUS010000033.1-3180-cds-WP_000086185.1",""
"groups_125","DNA methylase","1","1","1.0","684","684","684","GCA_021342655.1-NZ_JAJTPH010000041.1-3793-cds-WP_059338991.1","","",""
"groups_126","DNA methylase","1","1","1.0","684","684","684","","GCA_021534865.1-NZ_CP091042.1-4956-cds-WP_000085951.1","",""
"groups_127","DNA methylase","1","1","1.0","612","612","612","","GCA_021534865.1-NZ_CP091041.1-5108-cds-L1O49_RS25595","",""
"repA","incFII family plasmid replication initiator RepA","1","1","1.0","846","846","846","GCA_021342655.1-NZ_JAJTPH010000020.1-1835-cds-WP_074192448.1","","",""
"repA_00017","incFII family plasmid replication initiator RepA","1","1","1.0","864","864","864","GCA_021342655.1-NZ_JAJTPH010000038.1-3321-cds-WP_032140373.1","","",""
"repA_00018","incFII family plasmid replication initiator RepA","1","1","1.0","858","858","858","GCA_021342655.1-NZ_JAJTPH010000041.1-3775-cds-LXO36_RS24655","","",""
"repA_00019","incFII family plasmid replication initiator RepA","3","3","1.0","858","858","858.0","GCA_021342655.1-NZ_JAJTPH010000064.1-4754-cds-LXO36_RS26480","","GCA_021697815.1-NZ_JAJPUS010000030.1-3092-cds-WP_000130640.1","GCA_021890555.1-NZ_JAKLOD010000002.1-4857-cds-WP_000774297.1"
"repA_00020","incFII family plasmid replication initiator RepA","1","1","1.0","858","858","858","","GCA_021534865.1-NZ_CP091039.1-5382-cds-WP_000130954.1","",""
"groups_133","hypothetical protein","1","1","1.0","294","294","294","GCA_021342655.1-NZ_JAJTPH010000027.1-2322-cds-WP_000355360.1","","",""
"groups_134","hypothetical protein","2","2","1.0","288","294","291.0","GCA_021342655.1-NZ_JAJTPH010000066.1-4776-cds-WP_085448807.1","","GCA_021697815.1-NZ_JAJPUS010000036.1-3243-cds-IHV48_RS25755",""
"groups_135","hypothetical protein","1","1","1.0","294","294","294","","","GCA_021697815.1-NZ_JAJPUS010000015.1-792-cds-WP_001546828.1",""
"groups_136","hypothetical protein","1","1","1.0","288","288","288","","","GCA_021697815.1-NZ_JAJPUS010000008.1-5091-cds-WP_022646432.1",""
"groups_137","hypothetical protein","1","1","1.0","297","297","297","","","GCA_021697815.1-NZ_JAJPUS010000002.1-2731-cds-WP_024946530.1",""
"groups_138","recombinase family protein","2","2","1.0","573","600","586.0","","GCA_021534865.1-NZ_CP091038.1-1793-cds-WP_001165553.1","GCA_021697815.1-NZ_JAJPUS010000020.1-2057-cds-WP_001165547.1",""
"groups_139","recombinase family protein","2","2","1.0","567","567","567.0","","GCA_021534865.1-NZ_CP091038.1-1863-cds-WP_000905070.1","","GCA_021890555.1-NZ_JAKLOD010000001.1-3057-cds-WP_000905023.1"
"groups_140","recombinase family protein","1","1","1.0","558","558","558","","","","GCA_021890555.1-NZ_JAKLOD010000001.1-4338-cds-WP_021563296.1"
"groups_141","recombinase family protein","2","2","1.0","561","573","567.0","GCA_021342655.1-NZ_JAJTPH010000002.1-2769-cds-WP_000904922.1","GCA_021534865.1-NZ_CP091040.1-5231-cds-WP_000905118.1","",""
"psiB","conjugation system SOS inhibitor PsiB","3","3","1.0","435","435","435.0","GCA_021342655.1-NZ_JAJTPH010000030.1-2975-cds-WP_025749130.1","GCA_021534865.1-NZ_CP091042.1-5007-cds-WP_000845897.1","GCA_021697815.1-NZ_JAJPUS010000033.1-3198-cds-WP_000845940.1",""
"psiB_00021","conjugation system SOS inhibitor PsiB","3","3","1.0","435","435","435.0","GCA_021342655.1-NZ_JAJTPH010000033.1-3147-cds-WP_000845953.1","GCA_021534865.1-NZ_CP091041.1-5093-cds-WP_000845912.1","","GCA_021890555.1-NZ_JAKLOD010000002.1-4799-cds-WP_000845936.1"
"psiB_00022","conjugation system SOS inhibitor PsiB","1","1","1.0","435","435","435","","GCA_021534865.1-NZ_CP091039.1-5353-cds-WP_000845928.1","",""
"groups_145","host specificity protein J, phage tail protein","2","2","1.0","3399","3474","3436.0","GCA_021342655.1-NZ_JAJTPH010000032.1-3044-cds-WP_233337034.1","","","GCA_021890555.1-NZ_JAKLOD010000001.1-2367-cds-WP_042096451.1"
"groups_146","host specificity protein J","2","2","1.0","3414","3480","3447.0","","GCA_021534865.1-NZ_CP091038.1-826-cds-WP_000515295.1","","GCA_021890555.1-NZ_JAKLOD010000001.1-3398-cds-WP_061091987.1"
"groups_147","host specificity protein J, phage tail protein","2","2","1.0","3474","3483","3478.0","","GCA_021534865.1-NZ_CP091038.1-386-cds-WP_235392028.1","GCA_021697815.1-NZ_JAJPUS010000017.1-1091-cds-WP_086352851.1",""
"groups_148","host specificity protein J","1","1","1.0","3396","3396","3396","","GCA_021534865.1-NZ_CP091038.1-1297-cds-WP_000515470.1","",""
"groups_149","C40 family peptidase","4","4","1.0","744","744","744.0","GCA_021342655.1-NZ_JAJTPH010000032.1-3046-cds-WP_000194730.1","GCA_021534865.1-NZ_CP091038.1-384-cds-WP_063096966.1","GCA_021697815.1-NZ_JAJPUS010000017.1-1093-cds-WP_001542192.1","GCA_021890555.1-NZ_JAKLOD010000001.1-3400-cds-WP_000194783.1"
"groups_150","C40 family peptidase","1","1","1.0","744","744","744","","GCA_021534865.1-NZ_CP091038.1-1299-cds-WP_063096966.1-2","",""
"groups_151","C40 family peptidase","2","2","1.0","744","744","744.0","","GCA_021534865.1-NZ_CP091038.1-828-cds-WP_000140768.1","GCA_021697815.1-NZ_JAJPUS010000042.1-3707-cds-WP_022645314.1",""
"groups_152","C40 family peptidase","1","1","1.0","744","744","744","","","GCA_021697815.1-NZ_JAJPUS010000018.1-1217-cds-WP_032152077.1",""
"groups_153","C40 family peptidase","2","2","1.0","744","744","744.0","","","GCA_021697815.1-NZ_JAJPUS010000003.1-3296-cds-WP_024946565.1","GCA_021890555.1-NZ_JAKLOD010000001.1-2365-cds-WP_042096449.1"
"groups_154","phage minor tail protein L","4","4","1.0","699","699","699.0","GCA_021342655.1-NZ_JAJTPH010000032.1-3047-cds-WP_001296027.1","GCA_021534865.1-NZ_CP091038.1-1300-cds-WP_001152456.1-2","GCA_021697815.1-NZ_JAJPUS010000017.1-1094-cds-WP_001335877.1","GCA_021890555.1-NZ_JAKLOD010000001.1-3401-cds-WP_063090820.1"
"groups_155","phage minor tail protein L","2","2","1.0","699","699","699.0","","GCA_021534865.1-NZ_CP091038.1-829-cds-WP_001152612.1","GCA_021697815.1-NZ_JAJPUS010000042.1-3708-cds-WP_001152639.1",""
"groups_156","phage minor tail protein L","2","2","1.0","699","699","699.0","","GCA_021534865.1-NZ_CP091038.1-383-cds-WP_001152456.1","GCA_021697815.1-NZ_JAJPUS010000018.1-1216-cds-WP_021543563.1",""
"groups_157","phage minor tail protein L","2","2","1.0","699","699","699.0","","","GCA_021697815.1-NZ_JAJPUS010000003.1-3297-cds-WP_001152382.1","GCA_021890555.1-NZ_JAKLOD010000001.1-2364-cds-WP_001152385.1"
"groups_158","DUF968 domain-containing protein","3","3","1.0","1056","1110","1075.0","GCA_021342655.1-NZ_JAJTPH010000032.1-3083-cds-WP_152770572.1","GCA_021534865.1-NZ_CP091038.1-1351-cds-WP_024168545.1","GCA_021697815.1-NZ_JAJPUS010000001.1-1337-cds-WP_125075466.1",""
"ydfU","DUF968 domain-containing protein","2","2","1.0","1050","1050","1050.0","","GCA_021534865.1-NZ_CP091038.1-862-cds-WP_001424248.1","","GCA_021890555.1-NZ_JAKLOD010000001.1-2334-cds-WP_001385829.1"
"ydfU_00023","DUF968 domain-containing protein","2","2","1.0","1050","1056","1053.0","","GCA_021534865.1-NZ_CP091038.1-328-cds-WP_032166915.1","GCA_021697815.1-NZ_JAJPUS010000003.1-3330-cds-WP_001376415.1",""
"groups_161","DUF977 family protein","4","4","1.0","399","426","412.0","GCA_021342655.1-NZ_JAJTPH010000032.1-3087-cds-WP_001151161.1","GCA_021534865.1-NZ_CP091038.1-324-cds-WP_001151221.1","GCA_021697815.1-NZ_JAJPUS010000003.1-3335-cds-WP_001151189.1","GCA_021890555.1-NZ_JAKLOD010000001.1-2327-cds-WP_001151242.1"
"groups_162","DUF977 family protein","1","1","1.0","423","423","423","","GCA_021534865.1-NZ_CP091038.1-874-cds-WP_001151262.1","",""
"groups_163","DUF977 family protein","1","1","1.0","423","423","423","GCA_021342655.1-NZ_JAJTPH010000042.1-3815-cds-WP_021528450.1","","",""
"groups_164","helix-turn-helix domain-containing protein, hypothetical protein","4","4","1.0","963","1071","994.0","GCA_021342655.1-NZ_JAJTPH010000032.1-3090-cds-WP_000095675.1","GCA_021534865.1-NZ_CP091038.1-323-cds-WP_001262361.1","GCA_021697815.1-NZ_JAJPUS010000003.1-3336-cds-WP_000054505.1","GCA_021890555.1-NZ_JAKLOD010000001.1-2326-cds-WP_000054490.1"
"groups_165","hypothetical protein","1","1","1.0","966","966","966","","GCA_021534865.1-NZ_CP091038.1-875-cds-WP_000054512.1","",""
"groups_166","hypothetical protein","1","1","1.0","966","966","966","","","GCA_021697815.1-NZ_JAJPUS010000001.1-1349-cds-WP_125075464.1",""
"groups_167","phage replisome organizer","1","1","1.0","1071","1071","1071","","GCA_021534865.1-NZ_CP091038.1-1360-cds-WP_032166946.1","",""
"groups_168","DUF1380 family protein","2","2","1.0","435","468","452.0","GCA_021342655.1-NZ_JAJTPH010000041.1-3795-cds-WP_000274451.1","GCA_021534865.1-NZ_CP091042.1-4958-cds-WP_235392045.1","",""
"groups_169","DUF1380 family protein","1","1","1.0","435","435","435","GCA_021342655.1-NZ_JAJTPH010000065.1-4771-cds-WP_001578114.1","","",""
"groups_170","DUF1380 family protein","3","3","1.0","435","519","463.0","GCA_021342655.1-NZ_JAJTPH010000070.1-5007-cds-WP_000274437.1","GCA_021534865.1-NZ_CP091041.1-5106-cds-WP_000274480.1","GCA_021697815.1-NZ_JAJPUS010000033.1-3182-cds-WP_123325260.1",""
"groups_171","DUF987 domain-containing protein","1","1","1.0","222","222","222","GCA_021342655.1-NZ_JAJTPH010000044.1-3868-cds-WP_000692329.1","","",""
"yeeT","DUF987 domain-containing protein","3","3","1.0","222","222","222.0","","GCA_021534865.1-NZ_CP091038.1-257-cds-WP_000692323.1","GCA_021697815.1-NZ_JAJPUS010000011.1-226-cds-WP_000692359.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1855-cds-WP_000692323.1"
"groups_173","DUF987 domain-containing protein","1","1","1.0","222","222","222","","GCA_021534865.1-NZ_CP091038.1-2452-cds-WP_000692315.1","",""
"groups_174","DUF987 domain-containing protein","1","1","1.0","222","222","222","","GCA_021534865.1-NZ_CP091038.1-1513-cds-WP_000692345.1","",""
"groups_175","DUF987 domain-containing protein","4","4","1.0","222","222","222.0","GCA_021342655.1-NZ_JAJTPH010000045.1-3876-cds-WP_000692345.1","GCA_021534865.1-NZ_CP091038.1-4687-cds-WP_000692176.1","GCA_021697815.1-NZ_JAJPUS010000004.1-4094-cds-WP_000692312.1","GCA_021890555.1-NZ_JAKLOD010000001.1-768-cds-WP_000692346.1"
"groups_176","DUF987 domain-containing protein","2","2","1.0","222","222","222.0","","GCA_021534865.1-NZ_CP091038.1-4335-cds-WP_000692350.1","GCA_021697815.1-NZ_JAJPUS010000012.1-426-cds-WP_000692345.1",""
"groups_177","DUF987 domain-containing protein","2","2","1.0","222","222","222.0","","","GCA_021697815.1-NZ_JAJPUS010000012.1-504-cds-WP_000692345.1-2","GCA_021890555.1-NZ_JAKLOD010000001.1-822-cds-WP_000692345.1"
"araD","L-ribulose-5-phosphate 4-epimerase","4","4","1.0","696","696","696.0","GCA_021342655.1-NZ_JAJTPH010000005.1-4581-cds-WP_000888692.1","GCA_021534865.1-NZ_CP091038.1-2695-cds-WP_000888655.1","GCA_021697815.1-NZ_JAJPUS010000004.1-3932-cds-WP_000888698.1","GCA_021890555.1-NZ_JAKLOD010000001.1-3927-cds-WP_000888668.1"
"araD_00024","L-ribulose-5-phosphate 4-epimerase","4","4","1.0","696","696","696.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4984-cds-WP_000893156.1","GCA_021534865.1-NZ_CP091038.1-3692-cds-WP_000893119.1","GCA_021697815.1-NZ_JAJPUS010000026.1-2456-cds-WP_000893161.1","GCA_021890555.1-NZ_JAKLOD010000001.1-135-cds-WP_000893142.1"
"groups_180","Ail/Lom family outer membrane beta-barrel protein","1","1","1.0","600","600","600","","","GCA_021697815.1-NZ_JAJPUS010000059.1-4163-cds-WP_001228252.1",""
"groups_181","Ail/Lom family outer membrane beta-barrel protein","1","1","1.0","600","600","600","","GCA_021534865.1-NZ_CP091038.1-1296-cds-WP_001233158.1","",""
"groups_182","Ail/Lom family outer membrane beta-barrel protein","1","1","1.0","600","600","600","","GCA_021534865.1-NZ_CP091038.1-825-cds-WP_001233110.1","",""
"groups_183","Ail/Lom family outer membrane beta-barrel protein","3","3","1.0","600","600","600.0","","GCA_021534865.1-NZ_CP091038.1-387-cds-WP_169001159.1","GCA_021697815.1-NZ_JAJPUS010000017.1-1090-cds-WP_001228316.1","GCA_021890555.1-NZ_JAKLOD010000001.1-3397-cds-WP_001233071.1"
"groups_184","Ail/Lom family outer membrane beta-barrel protein","1","1","1.0","600","600","600","","","","GCA_021890555.1-NZ_JAKLOD010000001.1-2368-cds-WP_042096453.1"
"groups_185","Ail/Lom family outer membrane beta-barrel protein","1","1","1.0","600","600","600","GCA_021342655.1-NZ_JAJTPH010000066.1-4780-cds-WP_001228252.1","","",""
"tfaE","tail fiber assembly protein","3","3","1.0","603","612","606.0","","GCA_021534865.1-NZ_CP091038.1-1789-cds-WP_000368071.1","GCA_021697815.1-NZ_JAJPUS010000020.1-2053-cds-WP_000367942.1","GCA_021890555.1-NZ_JAKLOD010000001.1-4340-cds-WP_074599212.1"
"tfaE_00025","tail fiber assembly protein","3","3","1.0","603","603","603.0","","GCA_021534865.1-NZ_CP091038.1-1865-cds-WP_000368081.1","GCA_021697815.1-NZ_JAJPUS010000001.1-1639-cds-WP_022645431.1","GCA_021890555.1-NZ_JAKLOD010000001.1-3060-cds-WP_097311207.1"
"groups_188","transglycosylase SLT domain-containing protein","1","1","1.0","486","486","486","GCA_021342655.1-NZ_JAJTPH010000020.1-1792-cds-WP_032440470.1","","",""
"groups_189","transglycosylase SLT domain-containing protein","3","3","1.0","594","603","600.0","GCA_021342655.1-NZ_JAJTPH010000033.1-3139-cds-WP_152875433.1","GCA_021534865.1-NZ_CP091041.1-5086-cds-WP_077632063.1","","GCA_021890555.1-NZ_JAKLOD010000002.1-4809-cds-WP_000243712.1"
"groups_190","transglycosylase SLT domain-containing protein","1","1","1.0","594","594","594","GCA_021342655.1-NZ_JAJTPH010000077.1-5048-cds-WP_152896327.1","","",""
"groups_191","transglycosylase SLT domain-containing protein","2","2","1.0","603","648","626.0","","GCA_021534865.1-NZ_CP091039.1-5361-cds-WP_000601498.1","GCA_021697815.1-NZ_JAJPUS010000045.1-3747-cds-WP_000243712.1",""
"groups_192","hypothetical protein","4","4","1.0","120","120","120.0","GCA_021342655.1-NZ_JAJTPH010000027.1-2345-cds-WP_001131456.1","GCA_021534865.1-NZ_CP091038.1-421-cds-WP_001131446.1","GCA_021697815.1-NZ_JAJPUS010000017.1-1054-cds-WP_001131448.1","GCA_021890555.1-NZ_JAKLOD010000001.1-2747-cds-WP_001131446.1"
"groups_193","hypothetical protein","3","3","1.0","120","120","120.0","","GCA_021534865.1-NZ_CP091038.1-4748-cds-WP_001120794.1","GCA_021697815.1-NZ_JAJPUS010000005.1-4193-cds-WP_001120794.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1232-cds-WP_000927517.1"
"groups_194","ParB/RepB/Spo0J family partition protein","3","3","1.0","1959","1959","1959.0","GCA_021342655.1-NZ_JAJTPH010000030.1-2976-cds-WP_025749133.1","GCA_021534865.1-NZ_CP091042.1-5006-cds-WP_001145453.1","GCA_021697815.1-NZ_JAJPUS010000033.1-3197-cds-WP_000117179.1",""
"groups_195","ParB/RepB/Spo0J family partition protein","2","2","1.0","1959","1965","1962.0","GCA_021342655.1-NZ_JAJTPH010000033.1-3148-cds-WP_000117316.1","GCA_021534865.1-NZ_CP091041.1-5094-cds-WP_000117204.1","",""
"groups_196","DUF905 domain-containing protein, DUF905 family protein","3","3","1.0","234","234","234.0","GCA_021342655.1-NZ_JAJTPH010000030.1-2977-cds-WP_000006020.1","GCA_021534865.1-NZ_CP091042.1-5005-cds-WP_000006014.1","GCA_021697815.1-NZ_JAJPUS010000033.1-3196-cds-WP_000005990.1",""
"groups_197","DUF905 family protein","3","3","1.0","234","234","234.0","GCA_021342655.1-NZ_JAJTPH010000033.1-3149-cds-WP_000006003.1","GCA_021534865.1-NZ_CP091041.1-5095-cds-WP_000005985.1","","GCA_021890555.1-NZ_JAKLOD010000002.1-4797-cds-WP_000005987.1"
"groups_198","RusA family crossover junction endodeoxyribonuclease","2","2","1.0","357","366","362.0","","GCA_021534865.1-NZ_CP091038.1-329-cds-WP_000139991.1","GCA_021697815.1-NZ_JAJPUS010000003.1-3329-cds-WP_000904111.1",""
"groups_199","RusA family crossover junction endodeoxyribonuclease","3","3","1.0","366","381","371.0","GCA_021342655.1-NZ_JAJTPH010000032.1-3082-cds-WP_000140014.1","GCA_021534865.1-NZ_CP091038.1-1350-cds-WP_000140004.1","GCA_021697815.1-NZ_JAJPUS010000001.1-1336-cds-WP_000140022.1",""
"hokD","type I toxin-antitoxin system toxin HokD","3","3","1.0","156","156","156.0","GCA_021342655.1-NZ_JAJTPH010000032.1-3085-cds-WP_000813262.1","GCA_021534865.1-NZ_CP091038.1-326-cds-WP_000813254.1","GCA_021697815.1-NZ_JAJPUS010000003.1-3333-cds-WP_000813254.1",""
"hokD_00026","type I toxin-antitoxin system toxin HokD","2","2","1.0","156","156","156.0","","GCA_021534865.1-NZ_CP091038.1-865-cds-WP_000813254.1-2","","GCA_021890555.1-NZ_JAKLOD010000001.1-2331-cds-WP_000813254.1"
"hokD_00027","type I toxin-antitoxin system Hok family toxin, type I toxin-antitoxin system toxin HokD","2","2","1.0","156","156","156.0","","GCA_021534865.1-NZ_CP091038.1-1353-cds-WP_187643994.1","GCA_021697815.1-NZ_JAJPUS010000001.1-1340-cds-WP_050487771.1",""
"mokC","type I toxin-antitoxin system toxin MokC","4","4","1.0","153","153","153.0","GCA_021342655.1-NZ_JAJTPH010000005.1-4628-cds-WP_000809168.1","GCA_021534865.1-NZ_CP091038.1-2737-cds-WP_000809168.1","GCA_021697815.1-NZ_JAJPUS010000004.1-3983-cds-WP_000809168.1","GCA_021890555.1-NZ_JAKLOD010000001.1-3969-cds-WP_000809168.1"
"hokD_00028","type I toxin-antitoxin system toxin HokD","1","1","1.0","156","156","156","","GCA_021534865.1-NZ_CP091040.1-5251-cds-WP_001313475.1","",""
"dicB","cell division inhibition protein DicB, hypothetical protein","3","3","1.0","189","189","189.0","","GCA_021534865.1-NZ_CP091038.1-882-cds-WP_000854559.1","GCA_021697815.1-NZ_JAJPUS010000003.1-3343-cds-WP_001317853.1","GCA_021890555.1-NZ_JAKLOD010000001.1-2320-cds-WP_000854562.1"
"dicB_00029","cell division inhibition protein DicB, hypothetical protein","2","2","1.0","189","189","189.0","","GCA_021534865.1-NZ_CP091038.1-1371-cds-WP_000449192.1","GCA_021697815.1-NZ_JAJPUS010000001.1-1357-cds-WP_000449198.1",""
"dicB_00030","cell division inhibition protein DicB","2","2","1.0","189","189","189.0","GCA_021342655.1-NZ_JAJTPH010000032.1-3097-cds-WP_000449179.1","GCA_021534865.1-NZ_CP091038.1-316-cds-WP_000854562.1","",""
"ydfD","lysis protein YdfD, DUF1482 family protein","3","3","1.0","192","192","192.0","","GCA_021534865.1-NZ_CP091038.1-883-cds-WP_001083297.1","GCA_021697815.1-NZ_JAJPUS010000003.1-3344-cds-WP_001090200.1","GCA_021890555.1-NZ_JAKLOD010000001.1-2319-cds-WP_001070257.1"
"groups_209","DUF1482 family protein","2","2","1.0","192","204","198.0","","GCA_021534865.1-NZ_CP091038.1-1372-cds-WP_032166926.1","GCA_021697815.1-NZ_JAJPUS010000001.1-1358-cds-WP_001090252.1",""
"ydfD_00031","DUF1482 family protein","2","2","1.0","192","192","192.0","GCA_021342655.1-NZ_JAJTPH010000032.1-3098-cds-WP_001090200.1","GCA_021534865.1-NZ_CP091038.1-315-cds-WP_001070257.1","",""
"traA","type IV conjugative transfer system pilin TraA","4","4","1.0","363","366","364.0","GCA_021342655.1-NZ_JAJTPH010000033.1-3135-cds-WP_012881131.1","GCA_021534865.1-NZ_CP091041.1-5082-cds-WP_000338819.1","GCA_021697815.1-NZ_JAJPUS010000045.1-3751-cds-WP_000338606.1","GCA_021890555.1-NZ_JAKLOD010000002.1-4813-cds-WP_000994779.1"
"traA_00032","type IV conjugative transfer system pilin TraA","1","1","1.0","363","363","363","","GCA_021534865.1-NZ_CP091039.1-5365-cds-WP_000340279.1","",""
"groups_213","inovirus Gp2 family protein","4","4","1.0","570","570","570.0","GCA_021342655.1-NZ_JAJTPH010000039.1-3335-cds-WP_000221519.1","GCA_021534865.1-NZ_CP091038.1-272-cds-WP_000221530.1","GCA_021697815.1-NZ_JAJPUS010000039.1-3282-cds-WP_000221530.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1873-cds-WP_000221530.1"
