gene_id,sample_id,seq_id,length,gene_name,gene_product,gene_index,strand
GCA_021342655.1-NZ_JAJTPH010000010.1-177-cds-WP_000092909.1,GCA_021342655.1,NZ_JAJTPH010000010.1,1335,cadB,cadaverine/lysine antiporter,145,+
GCA_021342655.1-NZ_JAJTPH010000010.1-178-cds-WP_001296667.1,GCA_021342655.1,NZ_JAJTPH010000010.1,2148,cadA,lysine decarboxylase CadA,146,+
GCA_021342655.1-NZ_JAJTPH010000010.1-179-cds-WP_000856826.1,GCA_021342655.1,NZ_JAJTPH010000010.1,1458,dtpC,dipeptide/tripeptide permease DtpC,147,+
GCA_021342655.1-NZ_JAJTPH010000010.1-180-cds-WP_000003806.1,GCA_021342655.1,NZ_JAJTPH010000010.1,1518,lysS,lysine--tRNA ligase,148,+
GCA_021342655.1-NZ_JAJTPH010000010.1-181-cds-WP_001173343.1,GCA_021342655.1,NZ_JAJTPH010000010.1,174,ghoT,type V toxin-antitoxin system toxin GhoT,149,-
GCA_021342655.1-NZ_JAJTPH010000010.1-182-cds-WP_001312331.1,GCA_021342655.1,NZ_JAJTPH010000010.1,297,ghoS,type V toxin-antitoxin system endoribonuclease antitoxin GhoS,150,-
GCA_021342655.1-NZ_JAJTPH010000010.1-183-cds-WP_000405647.1,GCA_021342655.1,NZ_JAJTPH010000010.1,273,,GNAT family N-acetyltransferase,151,-
GCA_021342655.1-NZ_JAJTPH010000010.1-184-cds-LXO36_RS14185,GCA_021342655.1,NZ_JAJTPH010000010.1,3930,,autotransporter outer membrane beta-barrel domain-containing protein,152,-
GCA_021342655.1-NZ_JAJTPH010000010.1-185-cds-WP_233337033.1,GCA_021342655.1,NZ_JAJTPH010000010.1,810,,helix-turn-helix domain-containing protein,153,-
GCA_021342655.1-NZ_JAJTPH010000110.1-188-cds-WP_000422741.1,GCA_021342655.1,NZ_JAJTPH010000110.1,426,,transposase,0,-
GCA_021342655.1-NZ_JAJTPH010000116.1-194-cds-WP_233337044.1,GCA_021342655.1,NZ_JAJTPH010000116.1,543,,phage tail protein,0,-
GCA_021342655.1-NZ_JAJTPH010000118.1-197-cds-LXO36_RS27245,GCA_021342655.1,NZ_JAJTPH010000118.1,369,,colicin-like pore-forming protein,0,+
GCA_021342655.1-NZ_JAJTPH010000011.1-200-cds-LXO36_RS14195,GCA_021342655.1,NZ_JAJTPH010000011.1,1842,,type VI secretion protein VasK,0,+
GCA_021342655.1-NZ_JAJTPH010000011.1-201-cds-WP_012896833.1,GCA_021342655.1,NZ_JAJTPH010000011.1,1611,tssA,type VI secretion system protein TssA,1,+
GCA_021342655.1-NZ_JAJTPH010000011.1-202-cds-WP_001531920.1,GCA_021342655.1,NZ_JAJTPH010000011.1,1419,,PAAR domain-containing protein,2,+
GCA_021342655.1-NZ_JAJTPH010000011.1-203-cds-WP_000199056.1,GCA_021342655.1,NZ_JAJTPH010000011.1,423,,hypothetical protein,3,+
GCA_021342655.1-NZ_JAJTPH010000011.1-204-cds-WP_000342475.1,GCA_021342655.1,NZ_JAJTPH010000011.1,1761,tssF,type VI secretion system baseplate subunit TssF,4,+
GCA_021342655.1-NZ_JAJTPH010000011.1-205-cds-WP_000373306.1,GCA_021342655.1,NZ_JAJTPH010000011.1,1080,tssG,type VI secretion system baseplate subunit TssG,5,+
GCA_021342655.1-NZ_JAJTPH010000011.1-206-cds-WP_000484009.1,GCA_021342655.1,NZ_JAJTPH010000011.1,537,tssJ,type VI secretion system lipoprotein TssJ,6,+
GCA_021342655.1-NZ_JAJTPH010000011.1-207-cds-WP_000106968.1,GCA_021342655.1,NZ_JAJTPH010000011.1,429,tssE,type VI secretion system baseplate subunit TssE,7,+
GCA_021342655.1-NZ_JAJTPH010000011.1-208-cds-WP_000157819.1,GCA_021342655.1,NZ_JAJTPH010000011.1,1377,,type VI secretion system ImpA family N-terminal domain-containing protein,8,+
GCA_021342655.1-NZ_JAJTPH010000011.1-209-cds-WP_001296341.1,GCA_021342655.1,NZ_JAJTPH010000011.1,948,,phosphoglycerate dehydrogenase,9,-
GCA_021342655.1-NZ_JAJTPH010000011.1-210-cds-WP_001066226.1,GCA_021342655.1,NZ_JAJTPH010000011.1,597,,SIS domain-containing protein,10,-
GCA_021342655.1-NZ_JAJTPH010000011.1-211-cds-WP_000382416.1,GCA_021342655.1,NZ_JAJTPH010000011.1,1176,,PatB family C-S lyase,11,-
GCA_021342655.1-NZ_JAJTPH010000011.1-212-cds-WP_000810555.1,GCA_021342655.1,NZ_JAJTPH010000011.1,1581,,PTS transporter subunit EIIC,12,-
GCA_021342655.1-NZ_JAJTPH010000011.1-213-cds-WP_001296342.1,GCA_021342655.1,NZ_JAJTPH010000011.1,825,,PRD domain-containing protein,13,-
GCA_021342655.1-NZ_JAJTPH010000011.1-214-cds-WP_000016907.1,GCA_021342655.1,NZ_JAJTPH010000011.1,1254,amiC,N-acetylmuramoyl-L-alanine amidase AmiC,14,-
GCA_021342655.1-NZ_JAJTPH010000011.1-215-cds-LXO36_RS14270,GCA_021342655.1,NZ_JAJTPH010000011.1,1332,argA,amino-acid N-acetyltransferase,15,+
GCA_021342655.1-NZ_JAJTPH010000011.1-216-cds-WP_000775933.1,GCA_021342655.1,NZ_JAJTPH010000011.1,1827,recD,exodeoxyribonuclease V subunit alpha,16,-
GCA_021342655.1-NZ_JAJTPH010000011.1-217-cds-WP_001296343.1,GCA_021342655.1,NZ_JAJTPH010000011.1,3543,recB,exodeoxyribonuclease V subunit beta,17,-
GCA_021342655.1-NZ_JAJTPH010000011.1-218-cds-WP_001138102.1,GCA_021342655.1,NZ_JAJTPH010000011.1,2889,ptrA,pitrilysin,18,-
GCA_021342655.1-NZ_JAJTPH010000011.1-219-cds-WP_000946905.1,GCA_021342655.1,NZ_JAJTPH010000011.1,3369,recC,exodeoxyribonuclease V subunit gamma,19,-
GCA_021342655.1-NZ_JAJTPH010000011.1-220-cds-WP_001276486.1,GCA_021342655.1,NZ_JAJTPH010000011.1,324,ppdC,prepilin-type N-terminal cleavage/methylation domain-containing protein,20,-
GCA_021342655.1-NZ_JAJTPH010000011.1-221-cds-WP_152770629.1,GCA_021342655.1,NZ_JAJTPH010000011.1,366,,DUF2509 family protein,21,-
GCA_021342655.1-NZ_JAJTPH010000011.1-222-cds-WP_001144304.1,GCA_021342655.1,NZ_JAJTPH010000011.1,564,ppdB,prepilin peptidase-dependent protein,22,-
GCA_021342655.1-NZ_JAJTPH010000011.1-223-cds-WP_000744690.1,GCA_021342655.1,NZ_JAJTPH010000011.1,471,ppdA,prepilin peptidase-dependent protein,23,-
GCA_021342655.1-NZ_JAJTPH010000011.1-224-cds-WP_000816232.1,GCA_021342655.1,NZ_JAJTPH010000011.1,795,thyA,thymidylate synthase,24,-
GCA_021342655.1-NZ_JAJTPH010000011.1-225-cds-WP_000204658.1,GCA_021342655.1,NZ_JAJTPH010000011.1,876,lgt,prolipoprotein diacylglyceryl transferase,25,-
GCA_021342655.1-NZ_JAJTPH010000011.1-226-cds-WP_000957911.1,GCA_021342655.1,NZ_JAJTPH010000011.1,2247,ptsP,phosphoenolpyruvate--protein phosphotransferase,26,-
GCA_021342655.1-NZ_JAJTPH010000011.1-227-cds-LXO36_RS14330,GCA_021342655.1,NZ_JAJTPH010000011.1,531,rppH,RNA pyrophosphohydrolase,27,-
GCA_021342655.1-NZ_JAJTPH010000011.1-228-cds-WP_000082183.1,GCA_021342655.1,NZ_JAJTPH010000011.1,690,mutH,DNA mismatch repair endonuclease MutH,28,+
GCA_021342655.1-NZ_JAJTPH010000011.1-229-cds-WP_000895624.1,GCA_021342655.1,NZ_JAJTPH010000011.1,714,ygdQ,TerC family protein,29,+
GCA_021342655.1-NZ_JAJTPH010000011.1-230-cds-WP_000758655.1,GCA_021342655.1,NZ_JAJTPH010000011.1,219,ygdR,lipoprotein YgdR,30,+
GCA_021342655.1-NZ_JAJTPH010000011.1-231-cds-WP_001199301.1,GCA_021342655.1,NZ_JAJTPH010000011.1,1041,tas,NADP(H)-dependent aldo-keto reductase,31,+
GCA_021342655.1-NZ_JAJTPH010000011.1-232-cds-WP_000004602.1,GCA_021342655.1,NZ_JAJTPH010000011.1,1194,lplT,lysophospholipid transporter LplT,32,-
GCA_021342655.1-NZ_JAJTPH010000011.1-233-cds-WP_000899021.1,GCA_021342655.1,NZ_JAJTPH010000011.1,2160,aas,bifunctional acyl-ACP--phospholipid O-acyltransferase/long-chain-fatty-acid--ACP ligase,33,-
GCA_021342655.1-NZ_JAJTPH010000011.1-234-cds-WP_000201041.1,GCA_021342655.1,NZ_JAJTPH010000011.1,1032,galR,HTH-type transcriptional regulator GalR,34,+
GCA_021342655.1-NZ_JAJTPH010000011.1-235-cds-WP_001120720.1,GCA_021342655.1,NZ_JAJTPH010000011.1,1263,lysA,diaminopimelate decarboxylase,35,-
GCA_021342655.1-NZ_JAJTPH010000011.1-236-cds-WP_000741810.1,GCA_021342655.1,NZ_JAJTPH010000011.1,936,lysR,DNA-binding transcriptional regulator LysR,36,+
GCA_021342655.1-NZ_JAJTPH010000011.1-237-cds-WP_000848653.1,GCA_021342655.1,NZ_JAJTPH010000011.1,693,ygeA,amino acid racemase,37,-
GCA_021342655.1-NZ_JAJTPH010000011.1-238-cds-WP_000256426.1,GCA_021342655.1,NZ_JAJTPH010000011.1,1419,araE,arabinose-proton symporter AraE,38,-
GCA_021342655.1-NZ_JAJTPH010000011.1-239-cds-WP_000603518.1,GCA_021342655.1,NZ_JAJTPH010000011.1,762,kduD,2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase KduD,39,-
GCA_021342655.1-NZ_JAJTPH010000011.1-240-cds-LXO36_RS14395,GCA_021342655.1,NZ_JAJTPH010000011.1,837,kduI,5-dehydro-4-deoxy-D-glucuronate isomerase,40,-
GCA_021342655.1-NZ_JAJTPH010000011.1-241-cds-WP_000656017.1,GCA_021342655.1,NZ_JAJTPH010000011.1,1182,yqeF,acetyl-CoA C-acetyltransferase,41,-
GCA_021342655.1-NZ_JAJTPH010000011.1-242-cds-WP_000065950.1,GCA_021342655.1,NZ_JAJTPH010000011.1,1230,yqeG,amino acid permease,42,+
GCA_021342655.1-NZ_JAJTPH010000011.1-244-cds-WP_001272558.1,GCA_021342655.1,NZ_JAJTPH010000011.1,756,actS,amidase activator ActS,43,-
GCA_021342655.1-NZ_JAJTPH010000011.1-245-cds-WP_000388187.1,GCA_021342655.1,NZ_JAJTPH010000011.1,2298,xdhA,xanthine dehydrogenase molybdenum-binding subunit XdhA,44,+
GCA_021342655.1-NZ_JAJTPH010000011.1-246-cds-WP_000459203.1,GCA_021342655.1,NZ_JAJTPH010000011.1,879,xdhB,xanthine dehydrogenase FAD-binding subunit XdhB,45,+
GCA_021342655.1-NZ_JAJTPH010000011.1-247-cds-WP_001016598.1,GCA_021342655.1,NZ_JAJTPH010000011.1,480,xdhC,xanthine dehydrogenase iron sulfur-binding subunit XdhC,46,+
GCA_021342655.1-NZ_JAJTPH010000011.1-248-cds-WP_000417783.1,GCA_021342655.1,NZ_JAJTPH010000011.1,1779,ygeV,sigma-54-dependent Fis family transcriptional regulator,47,-
GCA_021342655.1-NZ_JAJTPH010000011.1-249-cds-WP_000859787.1,GCA_021342655.1,NZ_JAJTPH010000011.1,1188,ygeW,knotted carbamoyltransferase YgeW,48,+
GCA_021342655.1-NZ_JAJTPH010000011.1-250-cds-WP_000110493.1,GCA_021342655.1,NZ_JAJTPH010000011.1,1197,dpaL,diaminopropionate ammonia-lyase,49,+
GCA_021342655.1-NZ_JAJTPH010000011.1-251-cds-WP_001107125.1,GCA_021342655.1,NZ_JAJTPH010000011.1,1212,ygeY,YgeY family selenium metabolism-linked hydrolase,50,+
GCA_021342655.1-NZ_JAJTPH010000011.1-252-cds-WP_001264434.1,GCA_021342655.1,NZ_JAJTPH010000011.1,1386,hyuA,D-phenylhydantoinase,51,+
GCA_021342655.1-NZ_JAJTPH010000011.1-253-cds-WP_000037984.1,GCA_021342655.1,NZ_JAJTPH010000011.1,933,arcC,carbamate kinase,52,+
GCA_021342655.1-NZ_JAJTPH010000011.1-254-cds-WP_001020370.1,GCA_021342655.1,NZ_JAJTPH010000011.1,1626,yqeB,selenium-dependent molybdenum cofactor biosynthesis protein YqeB,53,-
GCA_021342655.1-NZ_JAJTPH010000011.1-255-cds-LXO36_RS14470,GCA_021342655.1,NZ_JAJTPH010000011.1,771,yqeC,selenium cofactor biosynthesis protein YqeC,54,-
GCA_021342655.1-NZ_JAJTPH010000011.1-256-cds-WP_001272860.1,GCA_021342655.1,NZ_JAJTPH010000011.1,579,mocA,molybdenum cofactor cytidylyltransferase,55,+
GCA_021342655.1-NZ_JAJTPH010000011.1-257-cds-WP_000502457.1,GCA_021342655.1,NZ_JAJTPH010000011.1,3099,ygfK,putative selenate reductase subunit YgfK,56,+
GCA_021342655.1-NZ_JAJTPH010000011.1-258-cds-WP_000906266.1,GCA_021342655.1,NZ_JAJTPH010000011.1,1329,ssnA,putative aminohydrolase SsnA,57,+
GCA_021342655.1-NZ_JAJTPH010000011.1-259-cds-WP_000572441.1,GCA_021342655.1,NZ_JAJTPH010000011.1,780,ygfM,molybdopterin-dependent oxidoreductase FAD-binding subunit,58,+
GCA_021342655.1-NZ_JAJTPH010000011.1-260-cds-WP_000583653.1,GCA_021342655.1,NZ_JAJTPH010000011.1,2871,xdhD,molybdopterin-dependent oxidoreductase Mo/Fe-S-binding subunit,59,+
GCA_021342655.1-NZ_JAJTPH010000011.1-261-cds-WP_001280189.1,GCA_021342655.1,NZ_JAJTPH010000011.1,1401,xanQ,xanthine/proton symporter XanQ,60,+
GCA_021342655.1-NZ_JAJTPH010000011.1-262-cds-WP_001296347.1,GCA_021342655.1,NZ_JAJTPH010000011.1,1317,guaD,guanine deaminase,61,+
GCA_021342655.1-NZ_JAJTPH010000011.1-263-cds-WP_000012167.1,GCA_021342655.1,NZ_JAJTPH010000011.1,1368,ghxQ,guanine/hypoxanthine transporter GhxQ,62,+
GCA_021342655.1-NZ_JAJTPH010000011.1-264-cds-WP_000838415.1,GCA_021342655.1,NZ_JAJTPH010000011.1,489,ygfS,4Fe-4S dicluster domain-containing protein,63,-
GCA_021342655.1-NZ_JAJTPH010000011.1-265-cds-WP_001363023.1,GCA_021342655.1,NZ_JAJTPH010000011.1,1920,ygfT,formate-dependent uric acid utilization protein YgfT,64,-
GCA_021342655.1-NZ_JAJTPH010000011.1-266-cds-WP_001296348.1,GCA_021342655.1,NZ_JAJTPH010000011.1,1449,uacT,urate/proton symporter UacT,65,+
GCA_021342655.1-NZ_JAJTPH010000011.1-267-cds-WP_001050745.1,GCA_021342655.1,NZ_JAJTPH010000011.1,126,,hypothetical protein,66,+
GCA_021342655.1-NZ_JAJTPH010000011.1-269-cds-WP_001192798.1,GCA_021342655.1,NZ_JAJTPH010000011.1,549,idi,isopentenyl-diphosphate Delta-isomerase,67,+
GCA_021342655.1-NZ_JAJTPH010000011.1-270-cds-WP_000003071.1,GCA_021342655.1,NZ_JAJTPH010000011.1,1518,lysS,lysine--tRNA ligase,68,-
GCA_021342655.1-NZ_JAJTPH010000011.1-273-cds-WP_001701073.1,GCA_021342655.1,NZ_JAJTPH010000011.1,1023,prfB,peptide chain release factor 2,69,-
GCA_021342655.1-NZ_JAJTPH010000011.1-274-cds-LXO36_RS14555,GCA_021342655.1,NZ_JAJTPH010000011.1,1734,recJ,single-stranded-DNA-specific exonuclease RecJ,70,-
GCA_021342655.1-NZ_JAJTPH010000011.1-275-cds-WP_000715230.1,GCA_021342655.1,NZ_JAJTPH010000011.1,711,dsbC,bifunctional protein-disulfide isomerase/oxidoreductase DsbC,71,-
GCA_021342655.1-NZ_JAJTPH010000011.1-276-cds-WP_152768481.1,GCA_021342655.1,NZ_JAJTPH010000011.1,885,xerD,site-specific tyrosine recombinase XerD,72,-
GCA_021342655.1-NZ_JAJTPH010000011.1-277-cds-WP_001055874.1,GCA_021342655.1,NZ_JAJTPH010000011.1,522,fldB,flavodoxin FldB,73,+
GCA_021342655.1-NZ_JAJTPH010000011.1-278-cds-WP_152770626.1,GCA_021342655.1,NZ_JAJTPH010000011.1,402,ygfX,protein YgfX,74,-
GCA_021342655.1-NZ_JAJTPH010000011.1-279-cds-WP_000354050.1,GCA_021342655.1,NZ_JAJTPH010000011.1,267,sdhE,FAD assembly factor SdhE,75,-
GCA_021342655.1-NZ_JAJTPH010000011.1-280-cds-WP_000886084.1,GCA_021342655.1,NZ_JAJTPH010000011.1,981,ygfZ,tRNA-modifying protein YgfZ,76,+
GCA_021342655.1-NZ_JAJTPH010000011.1-281-cds-WP_000250275.1,GCA_021342655.1,NZ_JAJTPH010000011.1,660,yqfA,hemolysin III family protein,77,-
GCA_021342655.1-NZ_JAJTPH010000011.1-282-cds-WP_001182956.1,GCA_021342655.1,NZ_JAJTPH010000011.1,312,yqfB,N(4)-acetylcytidine aminohydrolase,78,-
GCA_021342655.1-NZ_JAJTPH010000011.1-283-cds-WP_012896837.1,GCA_021342655.1,NZ_JAJTPH010000011.1,1440,bglA,6-phospho-beta-glucosidase BglA,79,+
GCA_021342655.1-NZ_JAJTPH010000011.1-284-cds-WP_000195012.1,GCA_021342655.1,NZ_JAJTPH010000011.1,2874,gcvP,aminomethyl-transferring glycine dehydrogenase,80,-
GCA_021342655.1-NZ_JAJTPH010000011.1-285-cds-WP_001295377.1,GCA_021342655.1,NZ_JAJTPH010000011.1,390,gcvH,glycine cleavage system protein GcvH,81,-
GCA_021342655.1-NZ_JAJTPH010000011.1-286-cds-WP_000068706.1,GCA_021342655.1,NZ_JAJTPH010000011.1,1095,gcvT,glycine cleavage system aminomethyltransferase GcvT,82,-
GCA_021342655.1-NZ_JAJTPH010000011.1-288-cds-WP_001192133.1,GCA_021342655.1,NZ_JAJTPH010000011.1,1203,ubiI,FAD-dependent 2-octaprenylphenol hydroxylase,83,-
GCA_021342655.1-NZ_JAJTPH010000011.1-289-cds-WP_000111200.1,GCA_021342655.1,NZ_JAJTPH010000011.1,1179,ubiH,2-octaprenyl-6-methoxyphenyl hydroxylase,84,-
GCA_021342655.1-NZ_JAJTPH010000011.1-290-cds-WP_001280386.1,GCA_021342655.1,NZ_JAJTPH010000011.1,1326,pepP,Xaa-Pro aminopeptidase,85,-
GCA_021342655.1-NZ_JAJTPH010000011.1-291-cds-WP_001295378.1,GCA_021342655.1,NZ_JAJTPH010000011.1,579,ygfB,UPF0149 family protein YgfB,86,-
GCA_021342655.1-NZ_JAJTPH010000011.1-292-cds-WP_001276008.1,GCA_021342655.1,NZ_JAJTPH010000011.1,330,zapA,cell division protein ZapA,87,+
GCA_021342655.1-NZ_JAJTPH010000011.1-294-cds-WP_000192747.1,GCA_021342655.1,NZ_JAJTPH010000011.1,603,fau,5-formyltetrahydrofolate cyclo-ligase,88,+
GCA_021342655.1-NZ_JAJTPH010000011.1-296-cds-WP_001151604.1,GCA_021342655.1,NZ_JAJTPH010000011.1,1233,serA,phosphoglycerate dehydrogenase,89,-
GCA_021342655.1-NZ_JAJTPH010000011.1-297-cds-WP_000189743.1,GCA_021342655.1,NZ_JAJTPH010000011.1,660,rpiA,ribose-5-phosphate isomerase RpiA,90,-
GCA_021342655.1-NZ_JAJTPH010000011.1-298-cds-WP_000545308.1,GCA_021342655.1,NZ_JAJTPH010000011.1,231,,LysR substrate-binding domain-containing protein,91,-
GCA_021342655.1-NZ_JAJTPH010000011.1-299-cds-WP_000828351.1,GCA_021342655.1,NZ_JAJTPH010000011.1,894,argP,DNA-binding transcriptional regulator ArgP,92,+
GCA_021342655.1-NZ_JAJTPH010000011.1-300-cds-WP_000073273.1,GCA_021342655.1,NZ_JAJTPH010000011.1,1056,,methylmalonyl-CoA mutase family protein,93,+
GCA_021342655.1-NZ_JAJTPH010000011.1-301-cds-LXO36_RS14695,GCA_021342655.1,NZ_JAJTPH010000011.1,897,ygfI,LysR family transcriptional regulator,94,-
GCA_021342655.1-NZ_JAJTPH010000011.1-302-cds-LXO36_RS14700,GCA_021342655.1,NZ_JAJTPH010000011.1,741,yggE,oxidative stress defense protein,95,-
GCA_021342655.1-NZ_JAJTPH010000011.1-303-cds-LXO36_RS14705,GCA_021342655.1,NZ_JAJTPH010000011.1,636,argO,arginine exporter ArgO,96,-
GCA_021342655.1-NZ_JAJTPH010000011.1-304-cds-WP_000389811.1,GCA_021342655.1,NZ_JAJTPH010000011.1,861,mscS,small-conductance mechanosensitive channel MscS,97,-
GCA_021342655.1-NZ_JAJTPH010000011.1-305-cds-WP_000034372.1,GCA_021342655.1,NZ_JAJTPH010000011.1,1080,fbaA,class II fructose-bisphosphate aldolase,98,-
GCA_021342655.1-NZ_JAJTPH010000011.1-306-cds-WP_000111269.1,GCA_021342655.1,NZ_JAJTPH010000011.1,1164,pgk,phosphoglycerate kinase,99,-
GCA_021342655.1-NZ_JAJTPH010000011.1-307-cds-WP_000218480.1,GCA_021342655.1,NZ_JAJTPH010000011.1,1020,epd,erythrose-4-phosphate dehydrogenase,100,-
GCA_021342655.1-NZ_JAJTPH010000011.1-308-cds-WP_000988707.1,GCA_021342655.1,NZ_JAJTPH010000011.1,432,,DNA-binding protein,101,+
GCA_021342655.1-NZ_JAJTPH010000011.1-309-cds-WP_000113902.1,GCA_021342655.1,NZ_JAJTPH010000011.1,579,,ECF transporter S component,102,+
GCA_021342655.1-NZ_JAJTPH010000011.1-310-cds-WP_000553238.1,GCA_021342655.1,NZ_JAJTPH010000011.1,708,,energy-coupling factor transporter transmembrane protein EcfT,103,+
GCA_021342655.1-NZ_JAJTPH010000011.1-311-cds-WP_000256973.1,GCA_021342655.1,NZ_JAJTPH010000011.1,678,,energy-coupling factor ABC transporter ATP-binding protein,104,+
GCA_021342655.1-NZ_JAJTPH010000011.1-312-cds-WP_000956881.1,GCA_021342655.1,NZ_JAJTPH010000011.1,678,,sulfate/molybdate ABC transporter ATP-binding protein,105,+
GCA_021342655.1-NZ_JAJTPH010000011.1-313-cds-WP_152768479.1,GCA_021342655.1,NZ_JAJTPH010000011.1,702,,nucleoside/nucleotide kinase family protein,106,-
GCA_021342655.1-NZ_JAJTPH010000011.1-314-cds-WP_000224168.1,GCA_021342655.1,NZ_JAJTPH010000011.1,510,fumE,fumarase E,107,-
GCA_021342655.1-NZ_JAJTPH010000011.1-315-cds-WP_000987277.1,GCA_021342655.1,NZ_JAJTPH010000011.1,966,glpX,class II fructose-bisphosphatase,108,-
GCA_021342655.1-NZ_JAJTPH010000011.1-316-cds-WP_000853238.1,GCA_021342655.1,NZ_JAJTPH010000011.1,1278,yggP,zinc-binding dehydrogenase,109,-
GCA_021342655.1-NZ_JAJTPH010000011.1-317-cds-WP_000428781.1,GCA_021342655.1,NZ_JAJTPH010000011.1,1389,cmtA,PTS mannitol transporter subunit IICB,110,-
GCA_021342655.1-NZ_JAJTPH010000011.1-318-cds-WP_001236698.1,GCA_021342655.1,NZ_JAJTPH010000011.1,444,cmtB,PTS mannitol transporter subunit IIA,111,-
GCA_021342655.1-NZ_JAJTPH010000011.1-319-cds-WP_000646924.1,GCA_021342655.1,NZ_JAJTPH010000011.1,909,,prohibitin family protein,112,+
GCA_021342655.1-NZ_JAJTPH010000011.1-320-cds-WP_000098615.1,GCA_021342655.1,NZ_JAJTPH010000011.1,1992,tkt,transketolase,113,-
GCA_021342655.1-NZ_JAJTPH010000011.1-321-cds-WP_001296354.1,GCA_021342655.1,NZ_JAJTPH010000011.1,759,loiP,metalloprotease LoiP,114,+
GCA_021342655.1-NZ_JAJTPH010000011.1-322-cds-WP_000105562.1,GCA_021342655.1,NZ_JAJTPH010000011.1,921,speB,agmatinase,115,-
GCA_021342655.1-NZ_JAJTPH010000011.1-323-cds-WP_000758881.1,GCA_021342655.1,NZ_JAJTPH010000011.1,732,,hypothetical protein,116,-
GCA_021342655.1-NZ_JAJTPH010000011.1-324-cds-WP_001295380.1,GCA_021342655.1,NZ_JAJTPH010000011.1,1977,speA,biosynthetic arginine decarboxylase,117,-
GCA_021342655.1-NZ_JAJTPH010000011.1-325-cds-WP_001297406.1,GCA_021342655.1,NZ_JAJTPH010000011.1,132,yqgB,acid stress response protein YqgB,118,-
GCA_021342655.1-NZ_JAJTPH010000011.1-326-cds-WP_001062128.1,GCA_021342655.1,NZ_JAJTPH010000011.1,1155,metK,methionine adenosyltransferase,119,+
GCA_021342655.1-NZ_JAJTPH010000011.1-327-cds-WP_001112301.1,GCA_021342655.1,NZ_JAJTPH010000011.1,1395,galP,galactose/proton symporter,120,+
GCA_021342655.1-NZ_JAJTPH010000011.1-328-cds-WP_001296359.1,GCA_021342655.1,NZ_JAJTPH010000011.1,498,yggI,SprT family zinc-dependent metalloprotease,121,+
GCA_021342655.1-NZ_JAJTPH010000011.1-329-cds-WP_000286500.1,GCA_021342655.1,NZ_JAJTPH010000011.1,708,endA,deoxyribonuclease I,122,+
GCA_021342655.1-NZ_JAJTPH010000011.1-330-cds-WP_001222509.1,GCA_021342655.1,NZ_JAJTPH010000011.1,732,rsmE,16S rRNA (uracil(1498)-N(3))-methyltransferase,123,+
GCA_021342655.1-NZ_JAJTPH010000011.1-331-cds-WP_000593274.1,GCA_021342655.1,NZ_JAJTPH010000011.1,951,gshB,glutathione synthase,124,+
GCA_021342655.1-NZ_JAJTPH010000011.1-332-cds-WP_001053178.1,GCA_021342655.1,NZ_JAJTPH010000011.1,564,yqgE,YqgE/AlgH family protein,125,+
GCA_021342655.1-NZ_JAJTPH010000011.1-333-cds-WP_000017111.1,GCA_021342655.1,NZ_JAJTPH010000011.1,417,ruvX,Holliday junction resolvase RuvX,126,+
GCA_021342655.1-NZ_JAJTPH010000011.1-334-cds-WP_001296360.1,GCA_021342655.1,NZ_JAJTPH010000011.1,981,yggR,type IV pilus twitching motility protein PilT,127,-
GCA_021342655.1-NZ_JAJTPH010000011.1-335-cds-WP_000997795.1,GCA_021342655.1,NZ_JAJTPH010000011.1,705,yggS,pyridoxal phosphate homeostasis protein,128,+
GCA_021342655.1-NZ_JAJTPH010000011.1-336-cds-WP_001094831.1,GCA_021342655.1,NZ_JAJTPH010000011.1,567,yggT,osmotic shock tolerance protein YggT,129,+
GCA_021342655.1-NZ_JAJTPH010000011.1-337-cds-WP_001277229.1,GCA_021342655.1,NZ_JAJTPH010000011.1,291,yggU,DUF167 family protein YggU,130,+
GCA_021342655.1-NZ_JAJTPH010000011.1-338-cds-WP_001174754.1,GCA_021342655.1,NZ_JAJTPH010000011.1,594,rdgB,XTP/dITP diphosphatase,131,+
GCA_021342655.1-NZ_JAJTPH010000011.1-339-cds-WP_000239963.1,GCA_021342655.1,NZ_JAJTPH010000011.1,1137,hemW,radical SAM family heme chaperone HemW,132,+
GCA_021342655.1-NZ_JAJTPH010000011.1-340-cds-WP_000783999.1,GCA_021342655.1,NZ_JAJTPH010000011.1,987,,TRAP transporter substrate-binding protein,133,+
GCA_021342655.1-NZ_JAJTPH010000011.1-341-cds-WP_000577034.1,GCA_021342655.1,NZ_JAJTPH010000011.1,504,,TRAP transporter small permease,134,+
GCA_021342655.1-NZ_JAJTPH010000011.1-342-cds-WP_000378955.1,GCA_021342655.1,NZ_JAJTPH010000011.1,1302,,TRAP transporter large permease subunit,135,+
GCA_021342655.1-NZ_JAJTPH010000122.1-348-cds-WP_171874130.1,GCA_021342655.1,NZ_JAJTPH010000122.1,399,,NlpC/P60 family protein,0,-
GCA_021342655.1-NZ_JAJTPH010000129.1-356-cds-WP_021535475.1,GCA_021342655.1,NZ_JAJTPH010000129.1,192,,hypothetical protein,0,-
GCA_021342655.1-NZ_JAJTPH010000129.1-357-cds-LXO36_RS27310,GCA_021342655.1,NZ_JAJTPH010000129.1,135,,hypothetical protein,1,-
